chr1	14361	14365	0.119402985
chr1	14399	14410	0.47761194
chr1	16441	16461	0.253731343
chr1	23170	23194	0.089552239
chr1	184871	184885	1
chr1	184913	184932	1
chr1	854092	854101	0.395833333
chr1	854375	854423	0.513888889
chr1	918150	918155	1
chr1	921014	921024	1
chr1	944202	944231	0.703422053
chr1	958235	958252	0.258555133
chr1	965702	965719	1
chr1	995986	996013	1
chr1	1014526	1014540	1
chr1	1056107	1056119	1
chr1	1066338	1066359	1
chr1	1081818	1081826	1
chr1	1216883	1216934	0.980769231
chr1	1242437	1242455	1
chr1	1254895	1254907	0.961904762
chr1	1292376	1292394	0.391304348
chr1	1292869	1292879	0.608695652
chr1	1311584	1311613	0.982107356
chr1	1311669	1311692	1
chr1	1328878	1328895	1
chr1	1335275	1335296	1
chr1	1352690	1352694	1
chr1	1373715	1373748	1
chr1	1386480	1386505	0.262135922
chr1	1386700	1386717	0.378640777
chr1	1387320	1387335	0.189320388
chr1	1395446	1395462	0.072815534
chr1	1401901	1401924	0.994454713
chr1	1402020	1402046	1
chr1	1440761	1440767	1
chr1	1483149	1483150	0.065217391
chr1	1496198	1496205	0.934782609
chr1	1534679	1534688	1
chr1	1534776	1534790	0.919075145
chr1	1539051	1539061	0.080924855
chr1	1541666	1541679	0.993088783
chr1	1617309	1617323	0.162698413
chr1	1630594	1630607	0.829365079
chr1	1634650	1634656	1
chr1	1635225	1635235	0.153488372
chr1	1635586	1635599	0.209302326
chr1	1641067	1641087	0.065116279
chr1	1649540	1649581	0.055813953
chr1	1649607	1649608	0.148837209
chr1	1652475	1652506	0.265116279
chr1	1661465	1661491	0.105263158
chr1	1670590	1670591	0.063157895
chr1	1670722	1670723	0.778947368
chr1	1702380	1702398	0.205673759
chr1	1702729	1702741	0.177304965
chr1	1708193	1708220	0.070921986
chr1	1709118	1709152	0.141843972
chr1	1716384	1716426	0.063829787
chr1	1719358	1719359	0.184397163
chr1	1719393	1719395	0.141843972
chr1	1724830	1724849	0.369565217
chr1	1727384	1727391	0.391304348
chr1	1728578	1728579	0.130434783
chr1	1737523	1737537	0.065217391
chr1	1751231	1751235	0.378378378
chr1	1752513	1752515	0.567567568
chr1	1754823	1754824	0.054054054
chr1	1785283	1785312	0.603225806
chr1	1786737	1786791	0.287096774
chr1	1786827	1786847	0.067741935
chr1	1917584	1917599	1
chr1	2184457	2184489	0.326612903
chr1	2185376	2185400	0.99245283
chr1	2189552	2189575	0.673387097
chr1	2307099	2307100	0.2
chr1	2307892	2307893	0.2
chr1	2310116	2310119	0.6
chr1	2321252	2321257	0.555555556
chr1	2355154	2355173	0.083333333
chr1	2363044	2363048	0.111111111
chr1	2366006	2366017	0.083333333
chr1	2371591	2371592	0.055555556
chr1	2386595	2386596	0.055555556
chr1	2388003	2388007	0.055555556
chr1	2403209	2403313	0.595518868
chr1	2403740	2403764	0.347877358
chr1	2404799	2404828	0.986547085
chr1	2508528	2508540	0.955882353
chr1	2591459	2591470	0.954545455
chr1	3059610	3059619	0.318181818
chr1	3064072	3064082	0.681818182
chr1	3481106	3481115	1
chr1	3622856	3622863	1
chr1	3630067	3630076	0.061068702
chr1	3630119	3630131	0.908396947
chr1	3630766	3630783	0.989323843
chr1	3737148	3737163	0.761904762
