gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
HSP90AB1	6.23683903831318e-17	chr6:44250447:+,chr6:44251139:+,chr6:44253883:+	273,173,293	346,389,222	0.35,0.222,0.376	0.347,0.391,0.223	0.487	0.4185	0.0685	distal	1.19185994022165e-13	FALSE
CACNA2D1	2.54366564737691e-13	chr7:81951679:-,chr7:81971780:-,chr7:81984635:-	12,0,0	0,17,29	0.5,0,0	0,0.189,0.322	0.5	0.0945	0.4055	distal	2.43047252606864e-10	TRUE
NEUROD6	5.68266207403689e-13	chr7:31337465:-,chr7:31337860:-,chr7:31337925:-,chr7:31338080:-,chr7:31338259:-,chr7:31339095:-	123,60,138,90,59,78	203,37,136,103,199,110	0.212,0.104,0.238,0.155,0.102,0.135	0.236,0.043,0.158,0.12,0.232,0.128	0.5204	0.4596	0.0608	distal	3.6198557411615e-10	FALSE
NR2F1	5.49373164151586e-12	chr5:93594133:+,chr5:93594365:+,chr5:93594611:+	24,49,6	53,8,25	0.282,0.576,0.071	0.53,0.08,0.25	0.359	0.29	0.069	distal	2.6246302917342e-09	FALSE
DMTF1	3.85821534388297e-11	chr7:87182173:+,chr7:87196050:+,chr7:87196325:+	2,21,12	33,0,12	0.051,0.538,0.308	0.569,0,0.207	0.577	0.207	0.37	distal	1.44892264945431e-08	TRUE
MAP4	4.54920769059439e-11	chr3:47850695:-,chr3:47916622:-,chr3:47916689:-,chr3:47973079:-	17,35,25,11	11,8,10,52	0.173,0.357,0.255,0.112	0.105,0.076,0.095,0.495	0.496	0.187333333333333	0.308666666666667	distal	1.44892264945431e-08	TRUE
PDIA6	8.12043353818881e-11	chr2:10783391:-,chr2:10783855:-,chr2:10784008:-,chr2:10784081:-,chr2:10788704:-,chr2:10790782:-	37,5,15,0,32,14	34,32,0,26,52,16	0.316,0.043,0.128,0,0.274,0.12	0.209,0.196,0,0.16,0.319,0.098	0.482	0.4936	-0.0115999999999999	proximal	2.21687835592555e-08	FALSE
CLIP1	1.49105777908408e-10	chr12:122328260:-,chr12:122332988:-,chr12:122340982:-,chr12:122341087:-,chr12:122341223:-	17,0,13,8,8	0,14,6,23,33	0.298,0,0.228,0.14,0.14	0,0.115,0.049,0.189,0.27	0.447	0.158	0.289	distal	3.5617642697871e-08	TRUE
KHDRBS1	3.92714841401616e-10	chr1:32040031:+,chr1:32042817:+,chr1:32042972:+,chr1:32043301:+,chr1:32043699:+,chr1:32043877:+,chr1:32060850:+	14,7,26,87,1,49,5	0,19,46,109,32,42,22	0.073,0.036,0.135,0.453,0.005,0.255,0.026	0,0.065,0.157,0.372,0.109,0.143,0.075	0.519333333333333	0.516	0.0033333333333333	distal	8.33864513242766e-08	FALSE
PPP2R5E	1.08581593791797e-09	chr14:63371464:-,chr14:63374685:-,chr14:63374734:-,chr14:63375842:-,chr14:63376003:-,chr14:63376081:-	11,0,14,11,4,13	0,14,1,22,10,39	0.145,0,0.184,0.145,0.053,0.171	0,0.119,0.008,0.186,0.085,0.331	0.324	0.1914	0.1326	distal	2.07499425736123e-07	TRUE
DNM1L	1.33582854913997e-09	chr12:32702262:+,chr12:32708204:+,chr12:32733797:+,chr12:32740174:+,chr12:32743632:+,chr12:32744563:+,chr12:32744730:+	18,9,18,13,16,15,10	0,18,6,31,1,29,14	0.158,0.079,0.158,0.114,0.14,0.132,0.088	0,0.149,0.05,0.256,0.008,0.24,0.116	0.414166666666667	0.490833333333333	-0.0766666666666665	proximal	2.32069850673317e-07	FALSE
CCT5	1.66762444654758e-09	chr5:10258499:+,chr5:10264926:+,chr5:10265080:+	16,8,148	33,49,109	0.089,0.044,0.822	0.168,0.25,0.556	0.844	0.681	0.163	distal	2.65569193112701e-07	TRUE
