gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
MLLT3	1.78976198896805e-14	chr9:20346136:-,chr9:20346306:-,chr9:20354827:-,chr9:20413862:-,chr9:20414126:-,chr9:20414156:-,chr9:20456708:-	5,3,7,21,104,11,40	10,16,32,24,61,31,4	0.023,0.014,0.032,0.095,0.468,0.05,0.18	0.05,0.079,0.158,0.119,0.302,0.153,0.02	0.267833333333333	0.406833333333333	-0.139	proximal	2.9405789478745e-11	TRUE
PAIP1	1.3323910864453e-13	chr5:43526267:-,chr5:43527111:-,chr5:43527300:-,chr5:43529816:-,chr5:43535573:-	54,13,0,1,30	6,16,19,10,15	0.5,0.12,0,0.009,0.278	0.088,0.235,0.279,0.147,0.221	0.59225	0.4405	0.15175	distal	1.09455927751481e-10	TRUE
SPOP	7.56224114767575e-13	chr17:49599284:-,chr17:49599482:-,chr17:49599986:-,chr17:49600192:-,chr17:49610218:-	19,10,40,12,0	9,36,22,0,28	0.235,0.123,0.494,0.148,0	0.09,0.36,0.22,0,0.28	0.61125	0.47	0.14125	distal	4.14158740187709e-10	TRUE
TPM3	1.09736646390419e-12	chr1:154156364:-,chr1:154156838:-,chr1:154170678:-,chr1:154172030:-,chr1:154173157:-	62,22,10,30,16	8,50,9,53,7	0.416,0.148,0.067,0.201,0.107	0.06,0.376,0.068,0.398,0.053	0.61075	0.4755	0.13525	distal	4.50743275048646e-10	TRUE
PACC1	2.29010712190755e-12	chr1:212364478:-,chr1:212365268:-	38,0	11,38	1,0	0.224,0.776	1	0.224	0.776	distal	7.52529200258821e-10	TRUE
CYP51A1	4.22000576031743e-12	chr7:92113276:-,chr7:92113661:-,chr7:92118576:-,chr7:92127543:-	48,11,11,52	1,21,25,21	0.372,0.085,0.085,0.403	0.013,0.262,0.312,0.262	0.457	0.291666666666667	0.165333333333333	distal	1.15557824403359e-09	TRUE
RPL7L1	9.99542343624945e-12	chr6:42887433:+,chr6:42887595:+,chr6:42889889:+	18,23,3	11,0,34	0.295,0.377,0.049	0.167,0,0.515	0.2375	0.515	-0.2775	proximal	2.34606867225112e-09	TRUE
DICER1	1.3887943864964e-11	chr14:95116494:-,chr14:95124291:-,chr14:95132043:-	18,20,0	0,0,12	0.3,0.333,0	0,0,0.324	0.4665	0	0.4665	distal	2.85223647126698e-09	TRUE
RAB1A	3.64027441579386e-11	chr2:65086854:-,chr2:65086946:-,chr2:65087878:-,chr2:65088428:-,chr2:65088590:-	17,11,112,16,4	48,0,46,18,13	0.106,0.069,0.7,0.1,0.025	0.378,0,0.362,0.142,0.102	0.53275	0.5945	-0.0617500000000001	proximal	6.41331826067942e-09	FALSE
PPP1CB	3.91712848306948e-11	chr2:28799875:+,chr2:28801037:+	0,43	37,18	0,0.558	0.536,0.261	0.558	0.261	0.297	distal	6.41331826067942e-09	TRUE
BCLAF1	4.29376146484927e-11	chr6:136261275:-,chr6:136268217:-,chr6:136269472:-,chr6:136272002:-,chr6:136276045:-,chr6:136276347:-,chr6:136276439:-	16,40,18,19,16,12,19	3,4,0,34,11,4,32	0.104,0.26,0.117,0.123,0.104,0.078,0.123	0.031,0.042,0,0.354,0.115,0.042,0.333	0.507833333333333	0.288333333333333	0.2195	distal	6.41331826067942e-09	TRUE
RRAGB	6.03677533954574e-11	chrX:55751322:+,chrX:55758731:+,chrX:55758774:+	0,36,17	11,4,0	0,0.529,0.25	0.44,0.16,0	0.5145	0.08	0.4345	distal	7.7612485099623e-09	TRUE
PDIA6	6.1409756926056e-11	chr2:10783391:-,chr2:10783855:-,chr2:10784008:-,chr2:10788704:-,chr2:10790782:-	37,5,15,32,14	3,23,0,39,12	0.316,0.043,0.128,0.274,0.12	0.035,0.271,0,0.459,0.141	0.48075	0.353	0.12775	distal	7.7612485099623e-09	TRUE
NCOA4	8.18493443976183e-11	chr10:46005088:-,chr10:46006408:-,chr10:46010526:-	35,4,6	12,30,35	0.778,0.089,0.133	0.152,0.38,0.443	0.8225	0.342	0.4805	distal	9.60560520323478e-09	TRUE
ATF7IP	1.01209513970885e-10	chr12:14424935:+,chr12:14425192:+,chr12:14425472:+,chr12:14498552:+	1,15,28,10	20,17,0,2	0.014,0.205,0.384,0.137	0.317,0.27,0,0.032	0.461333333333333	0.122	0.339333333333333	distal	1.05376676468039e-08	TRUE
TTC13	1.02618796317019e-10	chr1:230906243:-,chr1:230906593:-,chr1:230906735:-	21,12,0	0,0,13	0.512,0.293,0	0,0,0.765	0.6585	0	0.6585	distal	1.05376676468039e-08	TRUE
RAF1	1.72173662546403e-10	chr3:12583601:-,chr3:12586743:-,chr3:12600154:-	36,15,10	16,0,45	0.48,0.2,0.133	0.205,0,0.577	0.58	0.205	0.375	distal	1.66400780919847e-08	TRUE
EPHA7	5.44174414715297e-10	chr6:93243112:-,chr6:93243247:-,chr6:93410897:-	8,32,16	34,4,5	0.129,0.516,0.258	0.667,0.078,0.098	0.387	0.706	-0.319	proximal	4.96710312987351e-08	TRUE
PPP2CA	5.8233125445178e-10	chr5:134196266:-,chr5:134196719:-,chr5:134196964:-,chr5:134197097:-,chr5:134197624:-	0,12,11,171,12	17,13,29,87,17	0,0.055,0.05,0.784,0.055	0.084,0.064,0.144,0.431,0.084	0.26225	0.31175	-0.0495	proximal	5.03563290033828e-08	FALSE
HK1	6.70981603142697e-10	chr10:69380336:+,chr10:69386410:+,chr10:69401882:+	2,14,48	23,10,9	0.031,0.219,0.75	0.548,0.238,0.214	0.8595	0.333	0.5265	distal	5.35426858671631e-08	TRUE
ZPR1	6.84355692763496e-10	chr11:116777720:-,chr11:116778371:-,chr11:116778560:-	16,2,1	0,13,22	0.842,0.105,0.053	0,0.31,0.524	0.8945	0.155	0.7395	distal	5.35426858671631e-08	TRUE
RTN4	7.83217211067966e-10	chr2:54972189:-,chr2:55025982:-,chr2:55026600:-,chr2:55027115:-	96,7,139,83	124,16,58,36	0.263,0.019,0.381,0.227	0.473,0.061,0.221,0.137	0.402666666666667	0.587333333333333	-0.184666666666667	proximal	5.84920853538486e-08	TRUE
SSTR2	1.79213150632516e-09	chr17:73171556:+,chr17:73171763:+,chr17:73172009:+	1,20,12	12,0,0	0.021,0.426,0.255	0.545,0,0	0.468	0	0.468	distal	1.28020524560532e-07	TRUE
POMT1	1.95212400057781e-09	chr9:131508710:+,chr9:131523341:+,chr9:131523799:+	0,11,22	11,0,1	0,0.282,0.564	0.647,0,0.059	0.705	0.059	0.646	distal	1.33639155539556e-07	TRUE
RABL6	2.31176380739319e-09	chr9:136840209:+,chr9:136840341:+,chr9:136841182:+	0,16,1	14,1,16	0,0.889,0.056	0.378,0.027,0.432	0.5005	0.4455	0.055	distal	1.51929117421881e-07	FALSE
PPFIA2	3.73733619023049e-09	chr12:81339199:-,chr12:81353110:-,chr12:81368726:-,chr12:81375797:-,chr12:81384064:-,chr12:81405861:-	5,27,13,3,10,5	19,0,7,15,11,12	0.057,0.31,0.149,0.034,0.115,0.057	0.181,0,0.067,0.143,0.105,0.114	0.431	0.2994	0.1316	distal	2.29890564853034e-07	TRUE
PSMD9	3.88770010004475e-09	chr12:121916644:+,chr12:121917863:+	40,0	5,14	1,0	0.263,0.737	0	0.737	-0.737	proximal	2.29890564853034e-07	TRUE
LINC01551	3.91779416669809e-09	chr14:28778560:+,chr14:28792118:+,chr14:28792278:+,chr14:28793072:+,chr14:28793232:+,chr14:28793966:+	12,17,18,22,20,16	6,17,40,0,5,34	0.104,0.148,0.157,0.191,0.174,0.139	0.054,0.152,0.357,0,0.045,0.304	0.4852	0.5132	-0.028	proximal	2.29890564853034e-07	FALSE
