gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
RTN4	1.16811675853454e-18	chr2:54972189:-,chr2:55025982:-,chr2:55026078:-,chr2:55026600:-,chr2:55027115:-	124,16,8,58,36	64,16,38,133,120	0.473,0.061,0.031,0.221,0.137	0.15,0.037,0.089,0.311,0.28	0.5895	0.3	0.2895	distal	2.17036093735717e-15	TRUE
HK1	1.30857676309788e-14	chr10:69380336:+,chr10:69386410:+,chr10:69401882:+	23,10,9	0,37,59	0.548,0.238,0.214	0,0.385,0.615	0.333	0.8075	-0.4745	proximal	1.21566781291793e-11	TRUE
NEUROD6	5.11816321669235e-13	chr7:31337465:-,chr7:31337860:-,chr7:31337925:-,chr7:31338080:-,chr7:31338259:-,chr7:31339095:-	182,40,188,117,71,91	203,37,136,103,199,110	0.239,0.053,0.247,0.154,0.093,0.12	0.236,0.043,0.158,0.12,0.232,0.128	0.5098	0.4596	0.0502	distal	2.38148708657216e-10	FALSE
HMGCS1	5.12699049854071e-13	chr5:43289395:-,chr5:43290235:-,chr5:43290574:-,chr5:43290752:-,chr5:43294751:-	5,28,30,14,0	76,195,85,6,28	0.059,0.329,0.353,0.165,0	0.174,0.446,0.195,0.014,0.064	0.5235	0.6095	-0.0860000000000001	proximal	2.38148708657216e-10	FALSE
DICER1	1.87912247725184e-12	chr14:95116494:-,chr14:95124291:-,chr14:95126606:-,chr14:95129531:-,chr14:95132043:-,chr14:95133321:-,chr14:95133483:-	0,0,0,1,12,0,1	14,21,11,11,2,11,11	0,0,0,0.027,0.324,0,0.027	0.119,0.178,0.093,0.093,0.017,0.093,0.093	0.1215	0.397	-0.2755	proximal	6.98281912546785e-10	TRUE
SPOP	8.29303980048304e-12	chr17:49599482:-,chr17:49599986:-,chr17:49600192:-,chr17:49610218:-	36,22,0,28	11,32,17,1	0.36,0.22,0,0.28	0.153,0.444,0.236,0.014	0.506666666666667	0.527666666666667	-0.0209999999999999	proximal	2.56807799154958e-09	FALSE
ARMC8	2.5328511375579e-11	chr3:138245683:+,chr3:138246870:+,chr3:138272999:+,chr3:138297754:+	3,0,10,10	14,26,0,0	0.103,0,0.345,0.345	0.25,0.464,0,0	0.575	0.154666666666667	0.420333333333333	distal	6.72291059083226e-09	TRUE
KIF1B	3.6710776726421e-11	chr1:10273030:+,chr1:10274714:+	28,13	142,0	0.509,0.236	0.904,0	0.236	0	0.236	distal	8.52607789471128e-09	TRUE
ANK2	5.50753573584524e-11	chr4:113336669:+,chr4:113341882:+,chr4:113353496:+,chr4:113353763:+,chr4:113383732:+	2,0,2,6,10	19,13,18,60,1	0.071,0,0.071,0.214,0.357	0.107,0.073,0.101,0.337,0.006	0.553	0.3275	0.2255	distal	1.1370001552445e-08	TRUE
PSIP1	1.00184073794337e-10	chr9:15464066:-,chr9:15464613:-,chr9:15466748:-,chr9:15468650:-,chr9:15469954:-,chr9:15470842:-,chr9:15471191:-,chr9:15474079:-,chr9:15474208:-,chr9:15486882:-,chr9:15490049:-	9,13,3,27,12,13,0,18,8,13,14	12,7,13,19,7,0,14,42,45,22,9	0.065,0.094,0.022,0.194,0.086,0.094,0,0.129,0.058,0.094,0.101	0.055,0.032,0.059,0.086,0.032,0,0.064,0.191,0.205,0.1,0.041	0.4613	0.3443	0.117	distal	1.86142009109878e-08	TRUE
SSBP2	1.11618309394855e-10	chr5:81419869:-,chr5:81419932:-	11,13	8,186	0.379,0.448	0.038,0.882	0.379	0.038	0.341	distal	1.88533471686945e-08	TRUE
CDK11B	1.64791625606573e-10	chr1:1635587:-,chr1:1638503:-,chr1:1641068:-,chr1:1649576:-,chr1:1649608:-,chr1:1652491:-	16,2,5,6,5,11	0,27,33,14,13,8	0.302,0.038,0.094,0.113,0.094,0.208	0,0.267,0.327,0.139,0.129,0.079	0.4528	0.4912	-0.0384	proximal	2.55152366980844e-08	FALSE
TERF2IP	1.91924710565631e-10	chr16:75654357:+,chr16:75656326:+,chr16:75656801:+,chr16:75657432:+	36,99,46,147	49,162,101,85	0.109,0.299,0.139,0.444	0.121,0.4,0.249,0.21	0.636333333333333	0.509333333333333	0.127	distal	2.7430470171611e-08	TRUE
SEPTIN7	2.18652603760766e-10	chr7:35882569:+,chr7:35898297:+,chr7:35899089:+,chr7:35903104:+,chr7:35905307:+	42,54,10,45,29	170,81,0,45,48	0.211,0.271,0.05,0.226,0.146	0.468,0.223,0,0.124,0.132	0.40825	0.28075	0.1275	distal	2.90183241276788e-08	TRUE
ANKRD13C	4.97888204073154e-10	chr1:70261172:-,chr1:70262619:-,chr1:70262677:-,chr1:70274772:-	0,0,9,22	10,13,15,0	0,0,0.184,0.449	0.132,0.171,0.197,0	0.0613333333333333	0.311666666666667	-0.250333333333333	proximal	5.89796336470331e-08	TRUE
