gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
MSMO1	1.97272465606634e-20	chr4:165341449:+,chr4:165341915:+,chr4:165342063:+,chr4:165342147:+,chr4:165343070:+,chr4:165343164:+	15,1,7,0,4,8	0,32,37,18,50,78	0.429,0.029,0.2,0,0.114,0.229	0,0.146,0.169,0.082,0.228,0.356	0.406	0.6844	-0.2784	proximal	2.83677805542339e-17	TRUE
KIDINS220	1.79873754100385e-17	chr2:8730714:-,chr2:8778948:-,chr2:8785765:-,chr2:8796772:-,chr2:8803035:-	20,0,1,0,4	5,15,11,18,72	0.741,0,0.037,0,0.148	0.03,0.091,0.067,0.109,0.436	0.7595	0.159	0.6005	distal	1.29329229198177e-14	TRUE
RTN4	4.79052357751435e-17	chr2:54972189:-,chr2:54981278:-,chr2:55026078:-,chr2:55026370:-,chr2:55026600:-,chr2:55027115:-	26,19,5,10,60,28	68,1,59,24,272,166	0.169,0.123,0.032,0.065,0.39,0.182	0.098,0.001,0.085,0.034,0.39,0.238	0.3906	0.2414	0.1492	distal	1.7399774311062e-14	TRUE
H3-3B	4.83999285425924e-17	chr17:75776434:-,chr17:75777459:-,chr17:75778023:-,chr17:75778250:-	30,126,135,34	25,231,49,66	0.09,0.38,0.407,0.102	0.066,0.613,0.13,0.175	0.479	0.518	-0.039	proximal	1.7399774311062e-14	FALSE
SMARCC2	1.74498692917185e-14	chr12:56162365:-,chr12:56181494:-,chr12:56181753:-	18,7,2	4,78,27	0.581,0.226,0.065	0.035,0.69,0.239	0.694	0.38	0.314	distal	5.01858240829824e-12	TRUE
HDGFL3	1.11699532981873e-12	chr15:83137800:-,chr15:83138192:-,chr15:83151289:-,chr15:83157451:-	11,3,0,1	0,21,10,37	0.393,0.107,0,0.036	0,0.247,0.118,0.435	0.464333333333333	0.204	0.260333333333333	distal	2.26643833660554e-10	TRUE
YWHAQ	1.13006069995822e-12	chr2:9583977:-,chr2:9584267:-,chr2:9584630:-	127,52,52	555,260,55	0.512,0.21,0.21	0.605,0.284,0.06	0.617	0.747	-0.13	proximal	2.26643833660554e-10	TRUE
NDFIP1	1.29060994666984e-12	chr5:142138870:+,chr5:142151866:+,chr5:142152775:+,chr5:142153198:+	12,0,23,4	0,11,145,18	0.286,0,0.548,0.095	0,0.059,0.784,0.097	0.460333333333333	0.639333333333333	-0.179	proximal	2.26643833660554e-10	TRUE
DEGS1	1.41849409106049e-12	chr1:224192896:+,chr1:224193091:+,chr1:224193160:+,chr1:224193259:+,chr1:224193441:+	0,3,0,13,6	12,31,24,0,10	0,0.13,0,0.565,0.261	0.148,0.383,0.296,0,0.123	0.71725	0.36675	0.3505	distal	2.26643833660554e-10	TRUE
IDI1	2.87627407664946e-12	chr10:1040044:-,chr10:1040195:-,chr10:1041344:-,chr10:1041976:-	17,1,11,10	112,17,9,0	0.436,0.026,0.282,0.256	0.778,0.118,0.062,0	0.547333333333333	0.877333333333333	-0.33	proximal	4.04576833237413e-10	TRUE
ZFR	3.09481583144057e-12	chr5:32354350:-,chr5:32354615:-,chr5:32395232:-,chr5:32397219:-,chr5:32406855:-	0,11,5,1,1	10,0,21,41,10	0,0.478,0.217,0.043,0.043	0.093,0,0.194,0.38,0.093	0.47775	0.285	0.19275	distal	4.04576833237413e-10	TRUE
SRSF2	3.51186720780517e-12	chr17:76734128:-,chr17:76735548:-	47,21	152,0	0.671,0.3	0.933,0	0.671	0.933	-0.262	proximal	4.04943261979489e-10	TRUE
METAP2	3.66082225711639e-12	chr12:95494993:+,chr12:95514343:+,chr12:95515839:+	10,0,17	17,37,0	0.303,0,0.515	0.221,0.481,0	0.515	0.2405	0.2745	distal	4.04943261979489e-10	TRUE
SNX12	1.56255349503376e-11	chrX:71059247:-,chrX:71059406:-	1,10	47,0	0.091,0.909	1,0	0.091	1	-0.909	proximal	1.60496566132753e-09	TRUE
DPYSL2	3.09525153904526e-11	chr8:26657129:+,chr8:26658175:+	12,8	2,88	0.6,0.4	0.02,0.88	0.4	0.88	-0.48	proximal	2.96731447543139e-09	TRUE
SLC39A6	4.31220016064653e-11	chr18:36108531:-,chr18:36109094:-,chr18:36109164:-,chr18:36116760:-,chr18:36122053:-	0,0,7,11,21	13,11,43,0,103	0,0,0.171,0.268,0.512	0.074,0.062,0.244,0,0.585	0.1525	0.2425	-0.09	proximal	3.87558989438107e-09	FALSE
