gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
RTN4	6.44315565312843e-34	chr2:54972189:-,chr2:55025982:-,chr2:55026078:-,chr2:55026600:-,chr2:55027115:-	124,16,8,58,36	68,34,59,272,166	0.473,0.061,0.031,0.221,0.137	0.098,0.049,0.085,0.39,0.238	0.5895	0.27475	0.31475	distal	1.16298959538968e-30	TRUE
CDC42	6.28436988199741e-19	chr1:22090127:+,chr1:22090807:+,chr1:22091599:+,chr1:22092943:+	3,57,40,66	56,302,73,57	0.018,0.337,0.237,0.391	0.108,0.584,0.141,0.11	0.661333333333333	0.398666666666667	0.262666666666667	distal	5.67164381850266e-16	TRUE
NAP1L1	1.88960342943719e-14	chr12:76047596:-,chr12:76049430:-,chr12:76049566:-,chr12:76056132:-	4,10,40,38	54,4,16,14	0.043,0.106,0.426,0.404	0.568,0.042,0.168,0.147	0.255666666666667	0.652	-0.396333333333333	proximal	1.13691139671137e-11	TRUE
HMGCS1	2.43028665475714e-13	chr5:43289395:-,chr5:43290235:-,chr5:43290574:-,chr5:43290752:-,chr5:43294751:-	5,28,30,14,0	71,182,53,8,30	0.059,0.329,0.353,0.165,0	0.189,0.485,0.141,0.021,0.08	0.5235	0.6285	-0.105	proximal	9.18263298703069e-11	TRUE
CLASP1	2.54366564737692e-13	chr2:121340643:-,chr2:121401570:-,chr2:121624171:-	0,0,11	20,27,0	0,0,1	0.267,0.36,0	0	0.447	-0.447	proximal	9.18263298703069e-11	TRUE
UBE2N	1.20867435098425e-12	chr12:93408365:-,chr12:93409357:-	1,38	64,24	0.026,0.974	0.634,0.238	0.026	0.634	-0.608	proximal	3.63609533921095e-10	TRUE
RAE1	2.13678340498207e-12	chr20:57378463:+,chr20:57379185:+	65,4	27,47	0.942,0.058	0.365,0.635	0.058	0.635	-0.577	proximal	5.50984863713235e-10	TRUE
MAPT	1.047239132496e-11	chr17:45988629:+,chr17:46018729:+,chr17:46024431:+,chr17:46026503:+,chr17:46028334:+	26,14,49,5,21	4,52,142,21,19	0.226,0.122,0.426,0.043,0.183	0.016,0.203,0.555,0.082,0.074	0.45875	0.46375	-0.005	proximal	2.36283329269409e-09	FALSE
GORASP2	1.61643107615412e-11	chr2:170966359:+,chr2:170966483:+,chr2:170966916:+,chr2:170967135:+	0,3,24,2	17,10,7,37	0,0.086,0.686,0.057	0.21,0.123,0.086,0.457	0.543	0.555333333333333	-0.0123333333333333	proximal	3.24184232495354e-09	FALSE
CAMK1	1.02331825056551e-10	chr3:9757347:-,chr3:9758800:-	5,14	50,0	0.263,0.737	0.893,0	0.263	0.893	-0.63	proximal	1.84708944227075e-08	TRUE
