gene_id	lr	df	pvalue	adj_pvalue	N1_H.HQ.bam	N1_T.HQ.bam	N28_H.HQ.bam	N28_T.HQ.bam	R2_H.HQ.bam	R2_T.HQ.bam	R8_H.HQ.bam	R8_T.HQ.bam	gDPAU1	gDPAU2	dgDPAU	Note	feature_id	sig
RBM26:chr13:79318868:79320620:u1	59.5457713994684	2	1.17435670103459e-13	5.09553372578907e-10	0.880952380952381	0.230769230769231	0.796875	0.407894736842105	0.972222222222222	0.351351351351351	0.861111111111111	0.367647058823529	0.877790178571429	0.339415594446554	0.538374584124874	lengthen	chr13_79319977_79319986_-_3UTR;chr13_79320394_79320411_-_3UTR;chr13_79320476_79320477_-_3UTR	Yes
ARPP19:chr15:52547045:52551933:u1	41.7883992399948	4	1.84541257090726e-08	3.32362669745428e-05	0.727209944751381	0.507745266781411	0.715087281795511	0.516556291390728	0.636363636363636	0.464338781575037	0.726420454545455	0.542463134898962	0.701270329363996	0.507775868661535	0.193494460702461	lengthen	chr15_52547041_52547053_-_3UTR;chr15_52547221_52547250_-_3UTR;chr15_52549104_52549187_-_3UTR;chr15_52549486_52549549_-_3UTR;chr15_52550777_52550798_-_3UTR	Yes
GAS7:chr17:9910606:9917227:u1	41.3286451671115	4	2.29796729485201e-08	3.32362669745428e-05	0.392857142857143	0.397727272727273	0.541095890410959	0.527777777777778	0.452127659574468	0.488738738738739	0.439490445859873	0.543269230769231	0.456392784675611	0.489378255003255	-0.0329854703276444	shorten	chr17_9910600_9910616_-_3UTR;chr17_9910649_9910680_-_3UTR;chr17_9910953_9910981_-_3UTR;chr17_9914033_9914063_-_3UTR;chr17_9915533_9915556_-_3UTR	No
CFAP44:chr3:113286930:113291556:u2	33.4930522306308	2	5.33428379169578e-08	5.786364343042e-05	0.621212121212121	0.5	0.468421052631579	0.685185185185185	0.3125	0.952830188679245	0.477272727272727	0.974358974358974	0.469851475279107	0.778093587055851	-0.308242111776744	shorten	chr3_113286924_113286947_-_3UTR;chr3_113290114_113290129_-_3UTR;chr3_113290828_113290862_-_3UTR	Yes
PUM2:chr2:20248691:20251584:u1	38.8491875966502	4	7.4844437416764e-08	6.49500027902678e-05	0.767585551330798	0.693877551020408	0.786255411255411	0.711414790996785	0.746478873239437	0.789944903581267	0.798140043763676	0.699863574351978	0.774614969897331	0.72377520498761	0.050839764909721	lengthen	chr2_20248678_20248771_-_3UTR;chr2_20249687_20249706_-_3UTR;chr2_20249741_20249800_-_3UTR;chr2_20249849_20249872_-_3UTR;chr2_20251275_20251300_-_3UTR	No
PTGS2:chr1:186671791:186674352:u1	31.6543186017734	2	1.33767943803986e-07	9.67365180275828e-05	0.491304347826087	0.977272727272727	0.560975609756098	0.905405405405405	1	0.925	0.741379310344828	0.874753451676529	0.698414816981753	0.920607896088665	-0.222193079106912	shorten	chr1_186671774_186671851_-_3UTR;chr1_186672399_186672409_-_3UTR;chr1_186673721_186673734_-_3UTR	Yes
ZNF569:chr19:37411158:37412596:u1	24.8687132654641	1	6.13703917568497e-07	0.000365575060825113	0.811594202898551	0.625	0.869565217391304	0.589285714285714	0.757575757575758	0.558823529411765	0.858064516129032	0.544776119402985	0.824199923498661	0.579471340775116	0.244728582723545	lengthen	chr19_37411138_37411170_-_3UTR;chr19_37411655_37411689_-_3UTR	Yes
ZFP30:chr19:37631006:37634980:u1	28.4199931584056	2	6.74026385480734e-07	0.000365575060825113	0.473684210526316	0.333333333333333	0.553571428571429	0.266666666666667	0.541666666666667	0.303921568627451	0.516666666666667	0.346938775510204	0.521397243107769	0.312715086034414	0.208682157073356	lengthen	chr19_37632161_37632169_-_3UTR;chr19_37632483_37632498_-_3UTR;chr19_37634193_37634203_-_3UTR	Yes
RAE1:chr20:57378100:57379202:u1	23.5064984359733	1	1.24492566047312e-06	0.000554477782961538	0.547945205479452	0.798657718120805	0.461538461538462	0.693333333333333	0.532467532467532	0.742647058823529	0.532608695652174	0.814814814814815	0.518639973784405	0.762363231273121	-0.243723257488716	shorten	chr20_57378449_57378464_+_3UTR;chr20_57379184_57379211_+_3UTR	Yes
PREX1:chr20:48624253:48625884:u1	23.387045910813	1	1.3246759722631e-06	0.000554477782961538	0.683453237410072	0.457482993197279	0.736156351791531	0.532608695652174	0.726072607260726	0.503311258278146	0.675603217158177	0.5	0.705321353405126	0.4983507367819	0.206970616623227	lengthen	chr20_48624247_48624264_-_3UTR;chr20_48624995_48625051_-_3UTR	Yes
ATP2A2:chr12:110346471:110351092:u1	26.9499754635453	2	1.4056823260145e-06	0.000554477782961538	0.680167597765363	0.850332594235033	0.647727272727273	0.827586206896552	0.490909090909091	0.889182058047493	0.755533199195171	0.849372384937239	0.643584290149224	0.854118311029079	-0.210534020879855	shorten	chr12_110347299_110347327_+_3UTR;chr12_110350964_110350990_+_3UTR;chr12_110351083_110351100_+_3UTR	Yes
PDE1A:chr2:182136453:182143038:u3	20.2023031457063	1	6.96690052660909e-06	0.00251911511541307	0.344827586206897	0.533333333333333	0.478260869565217	0.636363636363636	0.157894736842105	0.789473684210526	0.125	0.89051094890511	0.276495798153555	0.712420400703151	-0.435924602549597	shorten	chr2_182140470_182140492_-_3UTR;chr2_182142599_182142617_-_3UTR	Yes
RAB6B:chr3:133824236:133828787:u1	19.5152613049931	1	9.97991620193785e-06	0.00333098895386218	0.571428571428571	0.709251101321586	0.547826086956522	0.745454545454545	0.43956043956044	0.785472972972973	0.605015673981191	0.793152639087018	0.540957692981681	0.758332814709031	-0.21737512172735	shorten	chr3_133824233_133824251_-_3UTR;chr3_133826700_133826734_-_3UTR	Yes
AK5:chr1:77558671:77559966:u1	19.1076971804032	1	1.23545619267304e-05	0.00382903172857738	0.819672131147541	0.911684782608696	0.777227722772277	0.944186046511628	0.687179487179487	0.980322003577818	0.883259911894273	0.984903695991671	0.791834813248395	0.955274132172453	-0.163439318924058	shorten	chr1_77558718_77558737_+_3UTR;chr1_77559953_77559980_+_3UTR	Yes
SREK1:chr5:66178756:66183616:u1	22.1319546475052	2	1.5635332142553e-05	0.00452278041110249	0.3875	0.486111111111111	0.4125	0.459183673469388	0.358695652173913	0.642857142857143	0.328125	0.585106382978723	0.371705163043478	0.543314577604091	-0.171609414560613	shorten	chr5_66180641_66180673_+_3UTR;chr5_66180876_66180889_+_3UTR;chr5_66182468_66182491_+_3UTR	Yes
COA7:chr1:52684449:52687719:u1	18.3878941073929	1	1.8019921715828e-05	0.00488677752031111	0.941176470588235	0.529411764705882	0.961538461538462	0.769230769230769	1	0.73134328358209	1	0.814432989690722	0.975678733031674	0.711104701802366	0.264574031229308	lengthen	chr1_52684428_52684466_-_3UTR;chr1_52685866_52685867_-_3UTR	Yes
CUL4B:chrX:120523860:120526760:u1	23.6436627331861	3	2.96459159634803e-05	0.00751748624884265	0.6	0.428571428571429	0.316666666666667	0.595238095238095	0.555555555555556	0.468468468468469	0.641025641025641	0.46448087431694	0.528311965811966	0.489189716648733	0.0391222491632328	lengthen	chrX_120523848_120523876_-_3UTR;chrX_120525918_120525954_-_3UTR;chrX_120526017_120526034_-_3UTR;chrX_120526691_120526697_-_3UTR	No
GCOM1:chr15:57714570:57717557:u1	17.3441484819759	1	3.11857000412924e-05	0.00751748624884265	0.851963746223565	0.684014869888476	0.802325581395349	0.641666666666667	0.760233918128655	0.542307692307692	0.77843137254902	0.453488372093023	0.798238654574147	0.580369400238965	0.217869254335183	lengthen	chr15_57716246_57716261_+_3UTR;chr15_57717540_57717564_+_3UTR	Yes
PABPC1:chr8:100702916:100703359:u2	20.3631829377409	2	3.78609065046686e-05	0.00830845206636614	0.304303278688525	0.294540229885057	0.303496503496503	0.274147727272727	0.309037900874636	0.394495412844037	0.393738140417457	0.439914163090129	0.32764395586928	0.350774383272988	-0.0231304274037073	shorten	chr8_100702908_100702931_-_3UTR;chr8_100703116_100703130_-_3UTR;chr8_100703288_100703314_-_3UTR	No
LETM1:chr4:1811479:1814423:u1	20.3402977466247	2	3.82966216472281e-05	0.00830845206636614	0.432432432432432	0.561643835616438	0.397435897435897	0.729166666666667	0.214285714285714	0.660377358490566	0.508771929824561	0.77027027027027	0.388231493494651	0.680364532760985	-0.292133039266334	shorten	chr4_1811474_1811494_-_3UTR;chr4_1813153_1813175_-_3UTR;chr4_1814257_1814298_-_3UTR	Yes
DDX54:chr12:113157173:113158876:u1	16.663898014242	1	4.46221712905323e-05	0.00921979053474379	0.0384615384615385	0.325	0.0563380281690141	0.181818181818182	0.09375	0.380952380952381	0.0952380952380952	0.285714285714286	0.0709469154671619	0.293371212121212	-0.22242429665405	shorten	chr12_113157169_113157185_-_3UTR;chr12_113158484_113158499_-_3UTR	Yes
CRTC1:chr19:18777383:18782333:u1	16.3915373105319	1	5.15147160761184e-05	0.00989002892040768	0.025	0.175572519083969	0.154929577464789	0.481132075471698	0.115942028985507	0.63768115942029	0.0555555555555556	0.581395348837209	0.0878567905014629	0.468945275703292	-0.381088485201829	shorten	chr19_18777944_18777963_+_3UTR;chr19_18782326_18782338_+_3UTR	Yes
MAPKAPK5:chr12:111893062:111902222:u1	24.9110456386354	4	5.24246750793677e-05	0.00989002892040768	0.360119047619048	0.457142857142857	0.414285714285714	0.430379746835443	0.348314606741573	0.504385964912281	0.382075471698113	0.470588235294118	0.376198710086112	0.465624201046175	-0.0894254909600626	shorten	chr12_111893133_111893202_+_3UTR;chr12_111893344_111893376_+_3UTR;chr12_111893406_111893436_+_3UTR;chr12_111897772_111897803_+_3UTR;chr12_111902211_111902235_+_3UTR	No
UTRN:chr6:144850998:144853034:u1	19.0794333883669	2	7.19372250049542e-05	0.0125558784134028	0.655952380952381	0.529126213592233	0.7117903930131	0.495238095238095	0.69672131147541	0.603448275862069	0.610810810810811	0.569364161849711	0.668818724062926	0.549294186635527	0.119524537427399	lengthen	chr6_144852559_144852576_+_3UTR;chr6_144852894_144852928_+_3UTR;chr6_144853018_144853039_+_3UTR	Yes
ZNF138:chr7:64831451:64833680:u3	15.7485554974178	1	7.23431574867643e-05	0.0125558784134028	0.85	0.43859649122807	0.721649484536082	0.303030303030303	0.738095238095238	0.590163934426229	0.855670103092783	0.640625	0.791353706431026	0.493103932171151	0.298249774259875	lengthen	chr7_64833300_64833335_+_3UTR;chr7_64833658_64833686_+_3UTR	Yes
SEPTIN3:chr22:41994757:41998221:u1	15.5553990263484	1	8.01225099392013e-05	0.0128999885789485	0.954545454545455	0.868131868131868	0.988636363636364	0.794871794871795	1	0.869333333333333	0.947368421052632	0.862542955326461	0.972637559808612	0.848719987915864	0.123917571892748	lengthen	chr22_41997648_41997649_+_3UTR;chr22_41998202_41998222_+_3UTR	Yes
ST8SIA3:chr18:57360278:57368930:u1	21.5667597478492	3	8.02718809936872e-05	0.0128999885789485	0.3125	0.708333333333333	0.45	0.375	0.4	0.577586206896552	0.448979591836735	0.556896551724138	0.402869897959184	0.554454022988506	-0.151584125029322	shorten	chr18_57362431_57362441_+_3UTR;chr18_57363374_57363397_+_3UTR;chr18_57363994_57364014_+_3UTR;chr18_57365692_57365710_+_3UTR;chr18_57368921_57368934_+_3UTR	Yes
EIF4G3:chr1:20806292:20807318:u2	21.167390850459	3	9.71765868283975e-05	0.0147128360214849	0.585301837270341	0.380555555555556	0.59748427672956	0.405405405405405	0.555555555555555	0.403314917127072	0.462287104622871	0.390681003584229	0.550157193544582	0.394989220418066	0.155167973126516	lengthen	chr1_20806447_20806501_-_3UTR;chr1_20806527_20806556_-_3UTR;chr1_20806874_20806888_-_3UTR;chr1_20807283_20807317_-_3UTR	Yes
MPDZ:chr9:13105708:13106964:u1	15.1684212605069	1	9.8334234759867e-05	0.0147128360214849	0.6113074204947	0.344444444444444	0.584615384615385	0.461077844311377	0.604519774011299	0.48780487804878	0.637055837563452	0.400651465798046	0.609374604171209	0.423494658150662	0.185879946020547	lengthen	chr9_13105699_13105731_-_3UTR;chr9_13106559_13106586_-_3UTR	Yes
NIPAL3:chr1:24469186:24472983:u3	17.822230810928	2	0.000134881302710611	0.0192575728336564	0.74	0.691489361702128	0.733173076923077	0.679054054054054	0.748091603053435	0.766666666666667	0.677932405566601	0.780660377358491	0.724799271385778	0.729467614945335	-0.00466834355955659	shorten	chr1_24471426_24471431_+_3UTR;chr1_24471810_24471843_+_3UTR;chr1_24472968_24472983_+_3UTR	No
PALM2AKAP2:chr9:110168498:110172511:u2	20.4399412119164	3	0.000137585793464704	0.0192575728336564	0.65	0.626543209876543	0.542328042328042	0.654166666666667	0.447916666666667	0.802197802197802	0.633251833740831	0.729508196721311	0.568374135683885	0.703103968865581	-0.134729833181696	shorten	chr9_110168634_110168662_+_3UTR;chr9_110169567_110169622_+_3UTR;chr9_110169685_110169689_+_3UTR;chr9_110172485_110172517_+_3UTR	Yes
PIK3R1:chr5:68297602:68301821:u1	14.3019657635305	1	0.000155702196712541	0.0205909681929859	0.739231664726426	0.419684308263695	0.766331658291457	0.415485278080698	0.910979228486647	0.674302788844621	0.72741935483871	0.617910447761194	0.78599047658581	0.531845705737552	0.254144770848258	lengthen	chr5_68298587_68298621_+_3UTR;chr5_68298746_68298777_+_3UTR	Yes
BMERB1:chr16:15586830:15588259:u1	17.5235887217877	2	0.000156603353392149	0.0205909681929859	0.26046511627907	0.132922535211268	0.311170212765957	0.228937728937729	0.281984334203655	0.191374663072776	0.225641025641026	0.136861313868613	0.269815172222427	0.172524060272596	0.0972911119498306	lengthen	chr16_15587943_15587975_+_3UTR;chr16_15588030_15588042_+_3UTR;chr16_15588223_15588282_+_3UTR	No
FAM162A:chr3:122409832:122412334:u1	13.5366750807107	1	0.000233946485790401	0.0298557000542515	0.824561403508772	0.904255319148936	0.713656387665198	0.931818181818182	0.728395061728395	0.931506849315068	0.863354037267081	0.9375	0.782491722542362	0.926270087570547	-0.143778365028185	shorten	chr3_122409989_122410002_+_3UTR;chr3_122412323_122412340_+_3UTR	Yes
APP:chr21:25880550:25881669:u1	13.2632304384169	1	0.000270662828355276	0.0334880716306425	0.335664335664336	0.512876473155827	0.382075471698113	0.497921862011638	0.363235294117647	0.581678411274824	0.428738773916439	0.501634268019955	0.377428468849134	0.523527753615561	-0.146099284766427	shorten	chr21_25880534_25880581_-_3UTR;chr21_25880775_25880821_-_3UTR	Yes
MPPED1:chr22:43505617:43507848:u1	16.3768924432574	2	0.000277845258977444	0.0334880716306425	0.888888888888889	0.819642857142857	0.692307692307692	0.782608695652174	0.25	0.919148936170213	0.8125	0.894607843137255	0.660924145299145	0.854002083025625	-0.19307793772648	shorten	chr22_43506909_43506920_+_3UTR;chr22_43507733_43507745_+_3UTR;chr22_43507836_43507860_+_3UTR	Yes
GPATCH2L:chr14:76201852:76214343:u7	13.1241665459671	1	0.000291511010651012	0.0341855750058038	0.894736842105263	0.666666666666667	0.727272727272727	0.428571428571429	1	0.55	0.936170212765957	0.608695652173913	0.889544945535987	0.563483436853002	0.326061508682985	lengthen	chr14_76204878_76204896_+_3UTR;chr14_76207338_76207361_+_3UTR	Yes
KPNA5:chr6:116732324:116741867:u2	16.1103221626972	2	0.000317459254119579	0.0362488343059172	0.871428571428571	0.544117647058824	0.704545454545455	0.524390243902439	0.772727272727273	0.714285714285714	0.822085889570552	0.712962962962963	0.792696797067963	0.623939142052485	0.168757655015478	lengthen	chr6_116732454_116732466_+_3UTR;chr6_116734738_116734775_+_3UTR;chr6_116735624_116735650_+_3UTR	Yes
HIPK2:chr7:139561570:139572926:u1	12.5035705721173	1	0.000406174994679029	0.0445574432963725	0.985507246376812	0.855263157894737	0.926829268292683	0.770833333333333	1	0.857142857142857	0.967741935483871	0.6	0.970019612538341	0.770809837092732	0.199209775445609	lengthen	chr7_139561569_139561578_-_3UTR;chr7_139569656_139569657_-_3UTR	Yes
ODR4:chr1:186419077:186421375:u1	18.1438938990207	3	0.000410791733610335	0.0445574432963725	0.792022792022792	0.575757575757576	0.702020202020202	0.709302325581395	0.676767676767677	0.649717514124294	0.791327913279133	0.788888888888889	0.740534646022451	0.680916576088038	0.0596180699344124	lengthen	chr1_186419221_186419238_+_3UTR;chr1_186420480_186420500_+_3UTR;chr1_186420793_186420808_+_3UTR;chr1_186421365_186421375_+_3UTR	No
ABCA5:chr17:69244311:69247536:u1	18.0575885420335	3	0.000427982682688508	0.0445574432963725	0.251207729468599	0.368421052631579	0.284403669724771	0.357142857142857	0.269333333333333	0.372146118721461	0.229166666666667	0.394977168949772	0.258527849798342	0.373171799361417	-0.114643949563075	shorten	chr17_69246501_69246520_-_3UTR;chr17_69246631_69246657_-_3UTR;chr17_69247096_69247149_-_3UTR;chr17_69247326_69247353_-_3UTR	Yes
TBC1D30:chr12:64875789:64881033:u1	12.3914662592506	1	0.000431300442140503	0.0445574432963725	0.272727272727273	0.388888888888889	0.354166666666667	0.428571428571429	0.375	0.509708737864078	0.357142857142857	0.48972602739726	0.339759199134199	0.454223770680414	-0.114464571546215	shorten	chr12_64876024_64876040_+_3UTR;chr12_64878617_64878644_+_3UTR;chr12_64879014_64879026_+_3UTR	Yes
HUWE1:chrX:53532096:53533308:u1	15.4316532074508	2	0.000445716880889098	0.0445912610911788	0.398550724637681	0.335195530726257	0.387404580152672	0.339464882943144	0.422641509433962	0.341897233201581	0.333333333333333	0.324712643678161	0.385482536889412	0.335317572637286	0.0501649642521265	lengthen	chrX_53532094_53532120_-_3UTR;chrX_53532782_53532800_-_3UTR;chrX_53533188_53533217_-_3UTR	No
ARHGAP26:chr5:143222447:143229011:u1	17.9417699038474	3	0.000452181490668787	0.0445912610911788	0.416666666666667	0.574074074074074	0.480392156862745	0.544871794871795	0.194444444444444	0.72463768115942	0.681818181818182	0.688888888888889	0.443330362448009	0.633118109748545	-0.189787747300535	shorten	chr5_143223198_143223222_+_3UTR;chr5_143224143_143224160_+_3UTR;chr5_143228681_143228688_+_3UTR;chr5_143228992_143229016_+_3UTR	Yes
TRIM4:chr7:99890403:99892162:u1	12.0534275528389	1	0.00051697237299253	0.0498476250314353	0.297297297297297	0.02	0.155737704918033	0.0689655172413793	0.171428571428571	0.0476190476190476	0.136363636363636	0.0363636363636364	0.190206802501884	0.0432370503060158	0.146969752195869	lengthen	chr7_99890398_99890416_-_3UTR;chr7_99890893_99890958_-_3UTR	Yes
SLC19A1:chr21:45512565:45515657:u1	11.8095117126837	1	0.00058928885378432	0.0555706832873381	0.0967741935483871	0.363636363636364	0.0930232558139535	0.371428571428571	0.117647058823529	0.714285714285714	0.4	0.375	0.176861127046468	0.456087662337662	-0.279226535291195	shorten	chr21_45513767_45513782_-_3UTR;chr21_45514709_45514723_-_3UTR	No
LRP12:chr8:104489231:104490672:u1	11.7699652276842	1	0.000601941026620164	0.0555706832873381	0.827586206896552	0.611111111111111	0.939393939393939	0.777777777777778	0.666666666666667	0.626262626262626	0.926829268292683	0.641025641025641	0.84011902031246	0.664044289044289	0.176074731268171	lengthen	chr8_104489230_104489260_-_3UTR;chr8_104489551_104489552_-_3UTR	No
SLC2A3:chr12:7919230:7921412:u1	17.2812859085207	3	0.000618567857381601	0.0559159569412243	0.70054945054945	0.775	0.610169491525424	0.768645357686453	0.713541666666667	0.82982982982983	0.705107084019769	0.796810699588478	0.682341923190328	0.79257147177619	-0.110229548585863	shorten	chr12_7919224_7919247_-_3UTR;chr12_7919587_7919598_-_3UTR;chr12_7919975_7919991_-_3UTR;chr12_7920526_7920560_-_3UTR	No
SATB1:chr3:18345379:18349169:u1	17.1266209950248	3	0.000665602758945996	0.0589398034911567	0.708333333333333	0.639455782312925	0.783333333333333	0.680851063829787	0.717948717948718	0.711111111111111	0.787878787878788	0.729468599033816	0.749373543123543	0.69022163907191	0.0591519040516331	lengthen	chr3_18347931_18347945_-_3UTR;chr3_18348519_18348529_-_3UTR;chr3_18348566_18348577_-_3UTR;chr3_18349118_18349119_-_3UTR	No
PELO:chr5:52801841:52804044:u1	14.5428519925555	2	0.00069512004807143	0.0591403783249657	0.528571428571429	0.609375	0.344827586206897	0.684210526315789	0.285714285714286	0.892857142857143	0.7	0.859154929577465	0.464778325123153	0.761399399687599	-0.296621074564446	shorten	chr5_52802017_52802048_+_3UTR;chr5_52802599_52802617_+_3UTR;chr5_52804029_52804047_+_3UTR	No
CELF4:chr18:37243045:37245197:u4	14.5428298410886	2	0.000695127747078417	0.0591403783249657	0.977272727272727	0.785971223021583	0.865217391304348	0.825757575757576	0.876712328767123	0.863636363636364	0.775	0.892405063291139	0.87355061183605	0.841942556426665	0.0316080554093843	lengthen	chr18_37244546_37244550_-_3UTR;chr18_37244924_37244943_-_3UTR;chr18_37244977_37244991_-_3UTR	No
FILIP1L:chr3:99847724:99848273:u1	11.2958121412153	1	0.000776821135032561	0.0648197481712746	0.0859375	0.647058823529412	0.0422535211267606	0.259259259259259	0.2	0.27710843373494	0.0379746835443038	0.170833333333333	0.0915414261677661	0.338564962464236	-0.24702353629647	shorten	chr3_99847711_99847744_-_3UTR;chr3_99847912_99847941_-_3UTR	No
GPHN:chr14:67180938:67181808:u1	11.2399043433534	1	0.000800572819772449	0.0650637417567386	0.833333333333333	0.803680981595092	0.925170068027211	0.707509881422925	0.84251968503937	0.762345679012346	0.894067796610169	0.729211087420043	0.873772720752521	0.750686907362601	0.12308581338992	lengthen	chr14_67181645_67181666_+_3UTR;chr14_67181786_67181808_+_3UTR	No
ARMCX5-GPRASP2:chrX:102750640:102753540:u2	11.2187837915471	1	0.000809735435552866	0.0650637417567386	0.134831460674157	0.227272727272727	0.257142857142857	0.381818181818182	0.157894736842105	0.386503067484663	0.137697516930023	0.331597222222222	0.171891642897286	0.331797799699448	-0.159906156802163	shorten	chrX_102752432_102752457_+_3UTR;chrX_102753531_102753549_+_3UTR	No
ZNF134:chr19:57621404:57624724:u1	18.8737487645708	4	0.00083212388055696	0.0656470094133936	0.4921875	0.397727272727273	0.46195652173913	0.494252873563218	0.369318181818182	0.595779220779221	0.44921875	0.543165467625899	0.443170238389328	0.507731208673903	-0.0645609702845747	shorten	chr19_57621915_57621930_+_3UTR;chr19_57623344_57623363_+_3UTR;chr19_57624394_57624422_+_3UTR;chr19_57624461_57624469_+_3UTR;chr19_57624716_57624730_+_3UTR	No
MIGA1:chr1:77875065:77879540:u1	13.69169064369	2	0.00106386654682557	0.0811702755431432	0.56	0.658536585365854	0.611111111111111	0.571428571428571	0.75	0.69	0.722222222222222	0.550632911392405	0.660833333333333	0.617649517046708	0.0431838162866258	lengthen	chr1_77875789_77875848_+_3UTR;chr1_77878238_77878247_+_3UTR;chr1_77879536_77879557_+_3UTR	No
