gene_id	lr	df	pvalue	adj_pvalue	bc05	bc06	iNGN_D12_rep1	iNGN_D12_rep2	iNGN_D12_rep3	WARM1	WARM2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
CADM3:chr1:159200923:159203313:u1	557.588823631369	3	1.57398014433639e-120	9.56350335698791e-117	0.502339755469002	0.505544055354302	0.817537042471654	0.794964612000902	0.810955558388939	0.807819070953832	0.503941905411652	0.30387716554218	chr1:159202012:+_vs_chr1:159203143:+	0.988703349100134	chr1:159201267:+;chr1:159202012:+;chr1:159203143:+;chr1:159203313:+	distal	TRUE
EXOC7:chr17:76080993:76083647:u2	498.094968138919	2	6.91913711085481e-109	2.10203385427769e-105	0.225710504076129	0.227191446439955	0.752099088977417	0.775594380530491	0.740789730573995	0.756161066693968	0.226450975258042	0.529710091435926	chr17:76083577:-_vs_chr17:76081016:-	1.03609106657128	chr17:76081016:-;chr17:76081326:-;chr17:76083577:-	distal	TRUE
PSMB2:chr1:35599541:35603266:u1	427.154447403736	5	4.15272383731303e-90	8.41065001183799e-87	0.110186926898078	0.130454279106119	0.292798381874175	0.288379269098383	0.274389198839664	0.285188949937407	0.120320603002098	0.164868346935309	chr1:35603138:-_vs_chr1:35601820:-	0.675343030566593	chr1:35599541:-;chr1:35600478:-;chr1:35601584:-;chr1:35601820:-;chr1:35601908:-;chr1:35603138:-	distal	TRUE
PCBP2:chr12:53479443:53481162:u1	411.128187340568	6	1.13171816753041e-85	1.71907989647869e-82	0.138185849975867	0.136391723100168	0.16974046104002	0.171270683506369	0.168310214652232	0.16977378639954	0.137288786538017	0.032484999861523	chr12:53479624:+_vs_chr12:53479795:+	0.444684042780882	chr12:53479567:+;chr12:53479624:+;chr12:53479795:+;chr12:53480039:+;chr12:53480249:+;chr12:53480808:+;chr12:53480890:+	distal	TRUE
HSBP1:chr16:83811421:83819737:u2	333.706106178899	8	2.71220594543785e-67	3.29587266489608e-64	0.151504537867705	0.158895406041159	0.178026547034263	0.176519867239097	0.174930667375336	0.176492360549565	0.155199971954432	0.0212923885951335	chr16:83811666:+_vs_chr16:83812993:+	0.14502662958903	chr16:83811666:+;chr16:83811795:+;chr16:83812238:+;chr16:83812370:+;chr16:83812681:+;chr16:83812993:+;chr16:83814692:+;chr16:83818568:+;chr16:83819285:+	distal	FALSE
P2RX3:chr11:57369998:57372396:u1	301.778698011825	6	3.40119724737483e-62	3.44427907917491e-59	0.541760547839528	0.582798524332701	0.74272123990867	0.739093011674074	0.728918654912911	0.736910968831885	0.562279536086114	0.174631432745771	chr11:57370601:+_vs_chr11:57372065:+	0.399059417768173	chr11:57370554:+;chr11:57370601:+;chr11:57371419:+;chr11:57372065:+;chr11:57372211:+;chr11:57372287:+;chr11:57372396:+	distal	TRUE
SPOCK2:chr10:72059034:72062759:u2	269.722694727301	3	3.54373400513029e-58	3.07596111645309e-55	0.0921671004511241	0.0954388991498367	0.57809165886089	0.476062795805285	0.454505918791633	0.502886791152603	0.0938029998004804	0.409083791352122	chr10:72062401:-_vs_chr10:72059034:-	0.820624324197264	chr10:72059034:-;chr10:72059276:-;chr10:72060764:-;chr10:72062401:-	distal	TRUE
RAN:chr12:130875927:130877678:u1	265.152651215118	4	3.53641195808142e-56	2.68590488216284e-53	0.10417343527645	0.132624100457908	0.280200227475857	0.269488752938794	0.286029728488017	0.278572902967556	0.118398767867179	0.160174135100377	chr12:130876281:+_vs_chr12:130877678:+	0.298774587404398	chr12:130876281:+;chr12:130876352:+;chr12:130876634:+;chr12:130877346:+;chr12:130877678:+	distal	TRUE
PHB:chr17:49404048:49404991:u1	245.110680356825	1	3.02271265769953e-55	2.04066690090915e-52	0.204786428355044	0.207125603864734	0.456973293768546	0.467205323193916	0.442684766214178	0.455621127725547	0.205956016109889	0.249665111615658	chr17:49404835:-_vs_chr17:49404052:-	0.49720181066318	chr17:49404052:-;chr17:49404835:-	distal	TRUE
RAB10:chr2:26135022:26137454:u1	277.947676414944	9	1.23040021029206e-54	7.30739878409306e-52	0.390931272797722	0.482854555497077	0.769874283466746	0.768382288595331	0.716757090185193	0.75167122074909	0.436892914147399	0.314778306601691	chr2:26135383:+_vs_chr2:26137411:+	0.630809674153721	chr2:26135110:+;chr2:26135228:+;chr2:26135276:+;chr2:26135383:+;chr2:26135647:+;chr2:26136194:+;chr2:26136917:+;chr2:26137223:+;chr2:26137341:+;chr2:26137411:+	distal	TRUE
NEFL:chr8:24950956:24952809:u1	270.286277839681	7	1.32293263043159e-54	7.30739878409306e-52	0.335610345642425	0.359928646794317	0.651172843501704	0.645827164150186	0.552266998973201	0.616422335541697	0.347769496218371	0.268652839323326	chr8:24952375:-_vs_chr8:24950955:-	0.690783320554211	chr8:24950955:-;chr8:24951246:-;chr8:24951428:-;chr8:24952145:-;chr8:24952375:-;chr8:24952499:-;chr8:24952692:-;chr8:24952823:-	distal	TRUE
HMGB3:chrX:150987915:150990775:u1	259.086525391293	5	6.1670982964873e-54	3.12260743745474e-51	0.33458921985936	0.371998664119901	0.563547928251501	0.555601723093014	0.578522208001218	0.565890619781911	0.35329394198963	0.212596677792281	chrX:150988769:+_vs_chrX:150990771:+	0.487475457169238	chrX:150987932:+;chrX:150988183:+;chrX:150988235:+;chrX:150988345:+;chrX:150988769:+;chrX:150990771:+	distal	TRUE
NDUFAF4:chr6:96889315:96891103:u1	234.261647372606	3	1.65715232177635e-50	7.7452750054716e-48	0.267239982321744	0.361577276756312	0.866739624547521	0.881891875557167	0.852218200185201	0.86694990009663	0.314408629539028	0.552541270557601	chr6:96891012:-_vs_chr6:96889315:-	1.06939209494219	chr6:96889315:-;chr6:96889475:-;chr6:96889949:-;chr6:96891012:-	distal	TRUE
ATP5F1E:chr20:59025475:59028841:u2	239.42300502949	5	1.02082892575521e-49	4.43039753777759e-47	0.0696439697374277	0.085137354856981	0.535812829804819	0.545904343045629	0.472759504999914	0.518158892616787	0.0773906622972043	0.440768230319583	chr20:59028685:-_vs_chr20:59025475:-	0.870879432624113	chr20:59025475:-;chr20:59025839:-;chr20:59026591:-;chr20:59027923:-;chr20:59027989:-;chr20:59028685:-	distal	TRUE
SAP18:chr13:21147343:21149097:u1	237.493011982413	5	2.64738500555661e-49	1.07236741958413e-46	0.334703755480498	0.368576187428424	0.586427859405821	0.610818634372668	0.552859529318428	0.583368674365639	0.351639971454461	0.231728702911178	chr13:21147602:+_vs_chr13:21148838:+	0.474641491730949	chr13:21147416:+;chr13:21147602:+;chr13:21148351:+;chr13:21148548:+;chr13:21148838:+;chr13:21149077:+	distal	TRUE
RAB2A:chr8:60620770:60623644:u1	244.92764834917	7	3.32631666846265e-49	1.26316875484869e-46	0.325333192687647	0.357221843650868	0.448340805444847	0.448507417963722	0.433755441004911	0.443534554804493	0.341277518169258	0.102257036635236	chr8:60620941:+_vs_chr8:60623096:+	0.219157808884053	chr8:60620941:+;chr8:60621071:+;chr8:60621880:+;chr8:60621994:+;chr8:60622267:+;chr8:60623096:+;chr8:60623154:+;chr8:60623644:+	distal	TRUE
NUTF2:chr16:67870914:67872566:u1	213.544578591001	1	2.31509736467161e-48	8.27443034573218e-46	0.117647058823529	0.141048824593128	0.457425742574257	0.4875	0.440771349862259	0.461899030812172	0.129347941708329	0.332551089103843	chr16:67871316:+_vs_chr16:67872567:+	0.665216058473135	chr16:67871316:+;chr16:67872567:+	distal	TRUE
NOL7:chr6:13620828:13621712:u1	232.014556594473	5	3.95707383018454e-48	1.33573225512229e-45	0.202143149439945	0.207197069219367	0.457447154751717	0.430236348200479	0.444867400780824	0.444183634577673	0.204670109329656	0.239513525248017	chr6:13620895:+_vs_chr6:13621662:+	0.455909738196955	chr6:13620895:+;chr6:13621201:+;chr6:13621301:+;chr6:13621497:+;chr6:13621617:+;chr6:13621662:+	distal	TRUE
H3-3B:chr17:75776434:75778594:u1	242.955025085248	8	5.35909885300131e-48	1.71378340162294e-45	0.432989609401019	0.454180376460163	0.534385972346391	0.536008878352599	0.520040289743381	0.530145046814124	0.443584992930591	0.0865600538835329	chr17:75778023:-_vs_chr17:75776434:-	0.174160954443849	chr17:75776434:-;chr17:75777004:-;chr17:75777309:-;chr17:75777459:-;chr17:75777918:-;chr17:75778023:-;chr17:75778098:-;chr17:75778250:-;chr17:75778550:-	distal	FALSE
TMEM50A:chr1:25360706:25362361:u1	217.011694186498	4	8.24036904901163e-46	2.50342411708973e-43	0.565618662883433	0.632133739710326	0.854691314301615	0.838871681403914	0.843622635049643	0.845728543585057	0.59887620129688	0.246852342288178	chr1:25360990:+_vs_chr1:25362361:+	0.44504286259121	chr1:25360990:+;chr1:25361140:+;chr1:25361510:+;chr1:25362270:+;chr1:25362361:+	distal	TRUE
SRA1:chr5:140550067:140550699:u1	205.483648289373	2	2.39768824055661e-45	6.9373113093438e-43	0.362762824064623	0.359386868410658	0.743673092698934	0.742040094339623	0.71063639864179	0.732116528560115	0.361074846237641	0.371041682322474	chr5:140550492:-_vs_chr5:140550068:-	0.737780158588444	chr5:140550068:-;chr5:140550230:-;chr5:140550492:-	distal	TRUE
NSFL1C:chr20:1442162:1443748:u1	199.411795096814	3	5.65270201379359e-43	1.56117351980954e-40	0.0654148624228935	0.0902274182097018	0.267252678884231	0.257717128118749	0.273659797999731	0.266209868334237	0.0778211403162977	0.188388728017939	chr20:1443523:-_vs_chr20:1442166:-	0.375950208606089	chr20:1442166:-;chr20:1442527:-;chr20:1443143:-;chr20:1443523:-	distal	TRUE
GRB2:chr17:75318076:75320367:u1	199.170802590219	4	5.66427972373657e-42	1.49635493919232e-39	0.368993369126541	0.430800731706685	0.634744960525969	0.625655329051796	0.611660281515117	0.624020190364294	0.399897050416613	0.224123139947681	chr17:75320011:-_vs_chr17:75318076:-	0.488301001658422	chr17:75318076:-;chr17:75318149:-;chr17:75320011:-;chr17:75320143:-;chr17:75320333:-	distal	TRUE
CISD2:chr4:102887431:102892806:u1	207.603748085108	7	2.810862960196e-41	7.11616806089622e-39	0.149576016931967	0.154685878498835	0.179521867806955	0.176788494377892	0.177611254515366	0.177973872233404	0.152130947715401	0.0258429245180034	chr4:102887681:+_vs_chr4:102889242:+	0.13370881927583	chr4:102887609:+;chr4:102887681:+;chr4:102888039:+;chr4:102888221:+;chr4:102888572:+;chr4:102889242:+;chr4:102889647:+;chr4:102892807:+	distal	FALSE
ARL3:chr10:102673731:102676893:u1	185.467340873602	2	5.32449768640808e-41	1.29406591770462e-38	0.0097512378333682	0.014674705771008	0.188201946216839	0.197421790930583	0.138063500602728	0.174562412583383	0.0122129718021881	0.162349440781195	chr10:102676666:-_vs_chr10:102673731:-	0.404618073995397	chr10:102673731:-;chr10:102676527:-;chr10:102676666:-	distal	TRUE
ELOC:chr8:73945136:73946629:u1	202.291762654302	6	6.17099533993316e-41	1.44211414174746e-38	0.432272152941823	0.480753514430367	0.660965804240575	0.658860145322004	0.639683256899459	0.653169735487346	0.456512833686095	0.196656901801252	chr8:73946401:-_vs_chr8:73945612:-	0.455282123445301	chr8:73945612:-;chr8:73945831:-;chr8:73945887:-;chr8:73945961:-;chr8:73946099:-;chr8:73946401:-;chr8:73946614:-	distal	TRUE
SCG3:chr15:51719527:51721026:u1	184.499119118773	3	9.41450739968808e-40	2.11861285038907e-37	0.288352111553411	0.306521937498264	0.457303987555462	0.462280260838678	0.463401140654866	0.460995129683002	0.297437024525838	0.163558105157165	chr15:51719729:+_vs_chr15:51721026:+	0.302908473145475	chr15:51719621:+;chr15:51719729:+;chr15:51719997:+;chr15:51721026:+	distal	TRUE
PRSS12:chr4:118280038:118281935:u1	179.051226437121	2	1.31680112884921e-39	2.85745844960278e-37	0.230993160987545	0.353517556585084	0.799794967922125	0.801755143264756	0.743576958432074	0.781709023206319	0.292255358786315	0.489453664420004	chr4:118281714:-_vs_chr4:118280038:-	0.963877423761024	chr4:118280038:-;chr4:118281553:-;chr4:118281714:-	distal	TRUE
SMPD3:chr16:68358327:68361205:u1	179.599907266824	3	1.07613565366663e-38	2.25468973506154e-36	0.306818181818182	0.401189501827904	0.839026391897384	0.842967963678397	0.834790219396366	0.838928191657382	0.354003841823043	0.484924349834339	chr16:68360562:-_vs_chr16:68358327:-	0.95370595382746	chr16:68358327:-;chr16:68358406:-;chr16:68358556:-;chr16:68360562:-	distal	TRUE
NSG1:chr4:4417436:4419058:u1	194.105367150943	7	2.0310122656121e-38	4.11347684195304e-36	0.761924327037181	0.79503326278268	0.865546738445687	0.873688246858489	0.858733082369863	0.865989355891346	0.778478794909931	0.0875105609814157	chr4:4417738:+_vs_chr4:4419056:+	0.172565205894105	chr4:4417518:+;chr4:4417598:+;chr4:4417738:+;chr4:4418475:+;chr4:4418546:+;chr4:4418690:+;chr4:4418904:+;chr4:4419056:+	distal	FALSE
POMP:chr13:28678103:28678959:u1	192.377042395987	7	4.71415375208733e-38	9.23974135409116e-36	0.26199203187251	0.306763059701493	0.526079765090693	0.53220823798627	0.472506555534744	0.510264852870569	0.284377545787001	0.225887307083568	chr13:28678199:+_vs_chr13:28678496:+	0.440268849267253	chr13:28678199:+;chr13:28678289:+;chr13:28678391:+;chr13:28678496:+;chr13:28678777:+;chr13:28678860:+;chr13:28678913:+;chr13:28678959:+	distal	TRUE
TM2D2:chr8:38988808:38991331:u1	184.235297512681	5	6.66413793484047e-38	1.26535319037783e-35	0.0497997295852315	0.0697424965349278	0.240508311721953	0.226505061905398	0.207305447019206	0.224772940215519	0.0597711130600796	0.165001827155439	chr8:38990804:-_vs_chr8:38988810:-	0.286579469844724	chr8:38988810:-;chr8:38989810:-;chr8:38990083:-;chr8:38990527:-;chr8:38990747:-;chr8:38990804:-	distal	TRUE
DPH3:chr3:16257061:16260763:u1	187.775296823223	7	4.43252429183692e-37	8.1612174536973e-35	0.430687730505796	0.516115884424981	0.712794431486418	0.723277859403255	0.707045324040713	0.714372538310129	0.473401807465388	0.240970730844741	chr3:16260389:-_vs_chr3:16257978:-	0.515605900286511	chr3:16257061:-;chr3:16257915:-;chr3:16257978:-;chr3:16258210:-;chr3:16258458:-;chr3:16259499:-;chr3:16260017:-;chr3:16260389:-	distal	TRUE
PSMD9:chr12:121916312:121918297:u1	161.490626688574	1	5.34531747390897e-37	9.55239675631497e-35	0.113110539845758	0.137886597938144	0.397372742200328	0.425373134328358	0.414244186046512	0.412330020858399	0.125498568891951	0.286831451966448	chr12:121916644:+_vs_chr12:121917865:+	0.572820891969828	chr12:121916644:+;chr12:121917865:+	distal	TRUE
SERF2:chr15:43793774:43796089:u1	164.405634022356	2	1.99420671886014e-36	3.4619428639412e-34	0.219531624526866	0.347057906159704	0.856752740853781	0.818078883517972	0.770389867685559	0.81507383068577	0.283294765343285	0.531779065342485	chr15:43794043:+_vs_chr15:43796062:+	1.04528204243574	chr15:43794043:+;chr15:43794562:+;chr15:43796062:+	distal	TRUE
SMDT1:chr22:42083119:42084284:u2	158.585994469931	1	2.30462270859992e-36	3.88969099373698e-34	0.526845637583893	0.552023121387283	0.90188679245283	0.912778904665314	0.934362934362934	0.91634287716036	0.539434379485588	0.376908497674772	chr22:42083353:+_vs_chr22:42084284:+	0.751830907573932	chr22:42083353:+;chr22:42084284:+	distal	TRUE
ATP5MC3:chr2:175176258:175179052:u1	162.632547626328	2	4.83939413716566e-36	7.94706993984285e-34	0.0544909146925462	0.0852565165510806	0.362133790827763	0.364405642189521	0.353622373088218	0.360053935368501	0.0698737156218134	0.290180219746687	chr2:175178144:-_vs_chr2:175176260:-	0.598269723642858	chr2:175176260:-;chr2:175177879:-;chr2:175178144:-	distal	TRUE
DLGAP4:chr20:36527032:36528635:u1	165.659054933218	3	1.10087805629164e-35	1.76024607106001e-33	0.476455642036491	0.547354733540401	0.794758353008514	0.767961856960959	0.806365391782892	0.789695200584122	0.511905187788446	0.277790012795676	chr20:36527080:+_vs_chr20:36528633:+	0.539090730944998	chr20:36527080:+;chr20:36527249:+;chr20:36528129:+;chr20:36528633:+	distal	TRUE
UBE2L3:chr22:21621670:21624034:u1	162.905645172741	3	4.32552221414882e-35	6.73894178799185e-33	0.43568343718469	0.52576547342887	0.717183536992183	0.710396977850182	0.723274595956019	0.716951703599461	0.48072445530678	0.236227248292681	chr22:21621873:+_vs_chr22:21624031:+	0.441698583395218	chr22:21621873:+;chr22:21622939:+;chr22:21623489:+;chr22:21624031:+	distal	TRUE
MBP:chr18:77012793:77016813:u1	162.615008199578	3	4.99765748418856e-35	7.59144171848243e-33	0.124078141591633	0.147636598834469	0.505617613334792	0.51730867156365	0.439687021053481	0.487537768650641	0.135857370213051	0.35168039843759	chr18:77016174:-_vs_chr18:77012793:-	0.818873668188737	chr18:77012793:-;chr18:77014943:-;chr18:77015160:-;chr18:77016174:-	distal	TRUE
RAB6B:chr3:133824236:133828787:u1	165.268745405054	4	1.08326004172038e-34	1.60533853987635e-32	0.649895291561385	0.615379734205312	0.736884344732955	0.73599090829618	0.739348325458302	0.737407859495812	0.632637512883348	0.104770346612464	chr3:133828455:-_vs_chr3:133826703:-	0.217428352599986	chr3:133824239:-;chr3:133826703:-;chr3:133826764:-;chr3:133828310:-;chr3:133828455:-	distal	TRUE
COX20:chr1:244843041:244845063:u2	176.33574842029	7	1.15671497524482e-34	1.67338099752085e-32	0.624728063814358	0.740362272627294	0.92168010639222	0.927819898518402	0.900617722415681	0.916705909108768	0.682545168220826	0.234160740887942	chr1:244843284:+_vs_chr1:244845057:+	0.381060383875908	chr1:244843284:+;chr1:244843455:+;chr1:244843566:+;chr1:244843656:+;chr1:244843793:+;chr1:244843905:+;chr1:244844034:+;chr1:244845057:+	distal	TRUE
MDH2:chr7:76066411:76067508:u1	153.656916877168	2	4.30352615721036e-34	6.0809825421419e-32	0.161817209608424	0.167217638701894	0.282324919859532	0.273956779063543	0.263515581288699	0.273265760070591	0.164517424155159	0.108748335915432	chr7:76066590:+_vs_chr7:76067508:+	0.236552403748949	chr7:76066495:+;chr7:76066590:+;chr7:76067508:+	distal	TRUE
ATG12:chr5:115828200:115831863:u2	176.5494240202	8	5.45730805000874e-34	7.53604629814843e-32	0.257737497885047	0.308305849000798	0.63416161443657	0.679090072040492	0.592444317446949	0.635232001308004	0.283021673442923	0.352210327865081	chr5:115831581:-_vs_chr5:115829233:-	0.538541814114467	chr5:115828200:-;chr5:115828424:-;chr5:115828826:-;chr5:115829233:-;chr5:115830344:-;chr5:115830910:-;chr5:115831415:-;chr5:115831479:-;chr5:115831581:-	distal	TRUE
RAC1:chr7:6402447:6403967:u1	152.765706338902	2	6.71967635788861e-34	9.07305634456249e-32	0.481829435197311	0.491913003763957	0.847655469787224	0.777356915799984	0.816468109173174	0.813826831586794	0.486871219480634	0.32695561210616	chr7:6402692:+_vs_chr7:6403965:+	0.639101917696317	chr7:6402614:+;chr7:6402692:+;chr7:6403965:+	distal	TRUE
CDK16:chrX:47228769:47229995:u1	146.529354492828	1	9.94529722159886e-34	1.3136440417051e-31	0.245663384903891	0.243563547200654	0.567202906071614	0.566576819407008	0.503731343283582	0.545837022920735	0.244613466052273	0.301223556868462	chrX:47228991:+_vs_chrX:47229997:+	0.602822297446441	chrX:47228991:+;chrX:47229997:+	distal	TRUE
SAP30BP:chr17:75706522:75708062:u1	151.19112502534	2	1.47660503298598e-33	1.90890471923889e-31	0.195969243069697	0.195912908170104	0.379256243035983	0.388744782652957	0.369255591409814	0.379085539032918	0.1959410756199	0.183144463413018	chr17:75706757:+_vs_chr17:75708011:+	0.342331897053449	chr17:75706757:+;chr17:75707675:+;chr17:75708011:+	distal	TRUE
CCT6A:chr7:56063086:56063989:u1	163.233448192739	5	2.02440133626396e-33	2.56255469148746e-31	0.456987906827909	0.436823647506787	0.558713413762704	0.559869970346476	0.558366108630257	0.558983164246479	0.446905777167348	0.112077387079131	chr7:56063404:+_vs_chr7:56063985:+	0.272636949147099	chr7:56063269:+;chr7:56063305:+;chr7:56063356:+;chr7:56063404:+;chr7:56063515:+;chr7:56063985:+	distal	TRUE
NDUFC2:chr11:78068297:78069986:u1	154.53615615327	3	2.76782549588109e-33	3.43210361489256e-31	0.222526153402497	0.284036479047387	0.706465641455555	0.716119111783659	0.588722823318459	0.670435858852558	0.253281316224942	0.417154542627616	chr11:78069855:-_vs_chr11:78068347:-	0.682710953498333	chr11:78068297:-;chr11:78068347:-;chr11:78069692:-;chr11:78069855:-	distal	TRUE
RPL15:chr3:23919502:23920989:u1	158.607871772358	5	1.95989339972304e-32	2.38166245934344e-30	0.510282423309621	0.573084998650509	0.779268232436629	0.767843925382504	0.724482234860905	0.757198130893346	0.541683710980065	0.215514419913281	chr3:23919552:+_vs_chr3:23920843:+	0.429284664832733	chr3:23919552:+;chr3:23919656:+;chr3:23919710:+;chr3:23919783:+;chr3:23920843:+;chr3:23920968:+	distal	TRUE
PPIA:chr7:44801423:44803117:u1	140.395175931284	1	2.18171863384969e-32	2.59923969005309e-30	0.149532710280374	0.183009708737864	0.524298425735797	0.487640449438202	0.44535175879397	0.48576354465599	0.166271209509119	0.319492335146871	chr7:44801628:+_vs_chr7:44803117:+	0.639271467653989	chr7:44801628:+;chr7:44803117:+	distal	TRUE
FAIM2:chr12:49866896:49870503:u1	145.43498409998	2	2.62539385770575e-32	3.06767174604234e-30	0.0181818181818182	0.0239933851341707	0.231262691278096	0.25252370858724	0.234657723667144	0.239481374510827	0.0210876016579944	0.218393772852832	chr12:49870399:-_vs_chr12:49866896:-	0.437345856003282	chr12:49866896:-;chr12:49868899:-;chr12:49870399:-	distal	TRUE
RCAN2:chr6:46220730:46223140:u1	154.879316208218	5	1.22061162464073e-31	1.39932759081454e-29	0.725353584616456	0.730885529157667	0.919288878820565	0.931153847175621	0.926975776103632	0.925806167366606	0.728119556887062	0.197686610479544	chr6:46223052:-_vs_chr6:46220737:-	0.2965166796035	chr6:46220737:-;chr6:46221043:-;chr6:46221469:-;chr6:46222040:-;chr6:46222880:-;chr6:46223052:-	distal	TRUE
UBE2D2:chr5:139626802:139628433:u1	151.897676496475	5	5.26663147930025e-31	5.92593571633857e-29	0.472267711992141	0.489754375496092	0.584938022129673	0.578537335859019	0.574722314819563	0.579399224269418	0.481011043744116	0.0983881805253023	chr5:139626853:+_vs_chr5:139628434:+	0.18596355639334	chr5:139626853:+;chr5:139627237:+;chr5:139627329:+;chr5:139627692:+;chr5:139628241:+;chr5:139628434:+	distal	FALSE
NARF:chr17:82488158:82490537:u1	133.282075834402	1	7.84367628048393e-31	8.66512310549461e-29	0.00965335673541027	0.00824175824175824	0.123548046462513	0.0974808324205915	0.122623574144487	0.114550817675864	0.00894755748858425	0.10560326018728	chr17:82488259:+_vs_chr17:82490537:+	0.212265968442165	chr17:82488259:+;chr17:82490537:+	distal	TRUE
ST13:chr22:40824535:40826537:u1	170.216556766551	11	1.06477967795314e-30	1.15528595057916e-28	0.304074958582654	0.351586593541306	0.529411408739569	0.52436597464051	0.45578341125726	0.50318693154578	0.32783077606198	0.1753561554838	chr22:40826130:-_vs_chr22:40824595:-	0.301025180979299	chr22:40824535:-;chr22:40824595:-;chr22:40824779:-;chr22:40824838:-;chr22:40825023:-;chr22:40825083:-;chr22:40825143:-;chr22:40825328:-;chr22:40826007:-;chr22:40826130:-;chr22:40826273:-;chr22:40826501:-	distal	TRUE
SKP1:chr5:134148935:134158427:u1	161.880737828556	9	3.01945969261224e-30	3.21863808637052e-28	0.0918938386168487	0.10916772955337	0.209779107433675	0.209556573600742	0.178695167728983	0.199343616254467	0.10053078408511	0.0988128321693571	chr5:134157473:-_vs_chr5:134156879:-	0.409937480214689	chr5:134155404:-;chr5:134156265:-;chr5:134156396:-;chr5:134156613:-;chr5:134156879:-;chr5:134157041:-;chr5:134157119:-;chr5:134157274:-;chr5:134157347:-;chr5:134157473:-	distal	TRUE
RPL13:chr16:89563043:89566829:u1	128.198792621166	1	1.01545333805544e-29	1.06377491069394e-27	0.307692307692308	0.323328785811733	0.644153225806452	0.626436781609195	0.581005586592179	0.617198531335942	0.31551054675202	0.301687984583922	chr16:89563066:+_vs_chr16:89563438:+	0.595638507848706	chr16:89563066:+;chr16:89563438:+	distal	TRUE
